MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1140047052440,16.27,0.07,170.20024,42.20353,56302.41805,0
1140047052440,16.28,0.07,170.20022,42.20352,56310.33517,0
1140047052440,16.29,0.07,170.20027,42.20353,56310.34016,0
1140047052440,16.25,0.07,170.20021,42.20347,56310.34527,0
1140047052440,16.24,0.07,170.20024,42.20344,56310.35033,0
1140047052440,16.35,0.07,170.20029,42.20347,56365.22535,0
1140047052440,16.31,0.07,170.20021,42.20348,56365.23219,0
1140047052440,16.36,0.07,170.20023,42.20351,56365.23900,0
1140047052440,16.28,0.07,170.20027,42.20343,56365.24579,0
1140047052440,16.36,0.08,170.20026,42.20367,56371.33767,0
1140047052440,16.25,0.08,170.20028,42.20356,56371.34161,0
1140047052440,16.35,0.08,170.20026,42.20352,56371.34560,0
1140047052440,16.35,0.08,170.20023,42.20360,56371.34956,0
1140047052440,16.45,0.07,170.20029,42.20346,55949.29049,0
1140047052440,16.51,0.07,170.20026,42.20358,55949.29902,0
1140047052440,16.50,0.07,170.20035,42.20346,55949.30748,0
1140047052440,16.44,0.07,170.20022,42.20343,55949.31606,0
1140047052440,16.27,0.07,170.20032,42.20352,56390.29562,0
1140047052440,16.23,0.07,170.20032,42.20350,56390.30011,0
1140047052440,16.26,0.07,170.20030,42.20360,56390.30460,0
1140047052440,16.25,0.08,170.20023,42.20363,56390.30912,0
1140047052440,16.21,0.07,170.20024,42.20346,56401.17268,0
1140047052440,16.21,0.07,170.20033,42.20354,56401.17982,0
1140047052440,16.25,0.07,170.20030,42.20354,56401.18687,0
1140047052440,16.21,0.07,170.20029,42.20346,56401.19405,0
1140047052440,16.18,0.07,170.20040,42.20350,56419.23853,0
1140047052440,16.22,0.07,170.20021,42.20345,56419.24704,0
1140047052440,16.18,0.07,170.20033,42.20352,56419.25555,0
1140047052440,16.19,0.07,170.20020,42.20355,56419.26411,0
1140047052440,16.37,0.07,170.20027,42.20356,56450.18571,0
1140047052440,16.35,0.07,170.20024,42.20360,56450.19105,0
1140047052440,16.30,0.07,170.20028,42.20355,56450.19649,0
1140047052440,16.32,0.07,170.20023,42.20340,56450.20193,0
